0,-3.393555
0.0146484,-3.320313
0.0292968,-3.356934
0.0439452,-3.344727
0.0585936,-3.356934
0.073242,-3.33252
0.0878904,-3.356934
0.1025388,-3.393555
0.1171872,-3.381348
0.1318356,-3.33252
0.146484,-3.308105
0.1611324,-3.320313
0.1757808,-3.308105
0.1904292,-3.356934
0.2050776,-3.369141
0.219726,-3.417969
0.2343744,-3.369141
0.2490228,-3.417969
0.2636712,-3.344727
0.2783196,-3.369141
0.292968,-3.344727
0.3076164,-3.33252
0.3222648,-3.369141
0.3369132,-3.369141
0.3515616,-3.369141
0.36621,-3.369141
0.3808584,-3.381348
0.3955068,-3.344727
0.4101552,-3.320313
0.4248036,-3.308105
0.439452,-3.381348
0.4541004,-3.308105
0.4687488,-3.393555
0.4833972,-3.33252
0.4980456,-3.33252
0.512694,-3.356934
0.5273424,-3.356934
0.5419908,-3.369141
0.5566392,-3.344727
0.5712876,-3.344727
0.585936,-3.356934
0.6005844,-3.381348
0.6152328,-3.320313
0.6298812,-3.417969
0.6445296,-3.381348
0.659178,-3.430176
0.6738264,-3.344727
0.6884748,-3.344727
0.7031232,-3.356934
0.7177716,-3.344727
0.73242,-3.344727
0.7470684,-3.369141
0.7617168,-3.356934
0.7763652,-3.356934
0.7910136,-3.369141
0.805662,-3.33252
0.8203104,-3.369141
0.8349588,-3.381348
0.8496072,-3.381348
0.8642556,-3.381348
0.878904,-3.417969
0.8935524,-3.356934
0.9082008,-3.356934
0.9228492,-3.381348
0.9374976,-3.369141
0.952146,-3.356934
0.9667944,-3.381348
0.9814428,-3.320313
0.9960912,-3.344727
1.01074,120.5688
1.025388,174.5972
1.040036,216.2964
1.054685,249.7925
1.069333,276.9775
1.083982,293.7866
1.09863,287.6587
1.113278,273.4131
1.127927,196.46
1.142575,194.1406
1.157224,199.6338
1.171872,205.3833
1.18652,210.3638
1.201169,214.4043
1.215817,217.6025
1.230466,220.2148
1.245114,222.522
1.259762,224.3896
1.274411,226.0254
1.289059,227.4658
1.303708,228.772
1.318356,229.834
1.333004,230.8228
1.347653,231.6406
1.362301,232.373
1.37695,232.9468
1.391598,233.5205
1.406246,233.9111
1.420895,234.4116
1.435543,234.5947
1.450192,234.8389
1.46484,235.0342
1.479488,235.3027
1.494137,235.4492
1.508785,235.4614
1.523434,235.6567
1.538082,235.7056
1.55273,235.7422
1.567379,235.7544
1.582027,235.7422
1.596676,235.6689
1.611324,235.6812
1.625972,235.6323
1.640621,235.5591
1.655269,235.4248
1.669918,235.4004
1.684566,235.2417
1.699214,235.1318
1.713863,235.0586
1.728511,234.9121
1.74316,234.8389
1.757808,234.7412
1.772456,234.5581
1.787105,234.4238
1.801753,234.2773
1.816402,234.1675
1.83105,234.0332
1.845698,233.8867
1.860347,233.7158
1.874995,233.5571
1.889644,233.4106
1.904292,233.252
1.91894,233.1299
1.933589,232.9956
1.948237,232.8491
1.962886,232.7148
1.977534,232.4951
1.992182,232.312
2.006831,232.1289
2.021479,231.9702
2.036128,231.8481
2.050776,231.6528
2.065424,231.4331
2.080073,231.2744
2.094721,231.1279
2.10937,230.9082
2.124018,230.7251
2.138666,230.481
2.153315,230.2979
2.167963,230.1758
2.182612,229.9072
2.19726,229.6997
2.211908,229.5044
2.226557,229.2603
2.241205,228.9917
2.255854,228.8696
2.270502,228.6011
2.285151,228.3569
2.299799,228.0518
2.314447,227.8809
2.329096,227.6123
2.343744,227.356
2.358392,227.0752
2.373041,226.8555
2.387689,226.5137
2.402338,226.2207
2.416986,226.0254
2.431634,225.6836
2.446283,225.354
2.460931,225.1953
2.47558,224.8291
2.490228,224.4629
2.504876,224.1577
2.519525,223.8159
2.534173,223.4619
2.548822,223.0835
2.56347,222.8271
2.578118,222.3877
2.592767,222.1313
2.607415,221.7407
2.622064,221.3501
2.636712,220.9961
2.651361,220.6299
2.666009,220.2637
2.680657,219.8853
2.695306,219.4824
2.709954,219.0796
2.724602,218.7012
2.739251,218.2129
2.753899,217.8223
2.768548,217.3706
2.783196,216.9067
2.797844,216.5527
2.812493,216.1255
2.827141,215.6738
2.84179,215.2222
2.856438,214.7705
2.871086,214.3555
2.885735,213.8184
2.900383,213.3789
2.915032,212.8784
2.92968,212.4146
2.944329,211.9141
2.958977,211.4136
2.973625,210.9375
2.988274,210.4736
3.002922,209.9487
3.01757,209.4482
3.032219,209.0088
3.046867,208.4229
3.061516,207.8979
3.076164,207.373
3.090812,206.897
3.105461,206.2744
3.120109,205.7861
3.134758,205.249
3.149406,204.6753
3.164054,204.0894
3.178703,203.5278
3.193351,203.0273
3.208,202.4048
3.222648,201.8311
3.237296,201.2817
3.251945,200.6714
3.266593,200.1099
3.281242,199.4995
3.29589,198.9502
3.310539,198.3398
3.325187,197.6929
3.339835,197.0703
3.354484,196.5088
3.369132,195.8496
3.38378,195.2515
3.398429,194.5679
3.413077,193.9697
3.427726,193.3594
3.442374,192.7002
3.457022,192.0166
3.471671,191.4063
3.486319,190.7104
3.500968,190.0391
3.515616,189.4043
3.530264,188.6963
3.544913,187.9517
3.559561,187.2559
3.57421,186.6699
3.588858,185.8765
3.603507,185.1807
3.618155,184.2896
3.632803,183.728
3.647452,182.9468
3.6621,182.2021
3.676749,181.4209
3.691397,180.7007
3.706045,179.8462
3.720694,179.1504
3.735342,178.2715
3.74999,177.4658
3.764639,176.6235
3.779287,175.769
3.793936,174.939
3.808584,173.9868
3.823232,173.0957
3.837881,172.2778
3.852529,171.3989
3.867178,170.4346
3.881826,169.5068
3.896474,168.5181
3.911123,167.6147
3.925771,166.5527
3.94042,165.5884
3.955068,164.5264
3.969717,163.4766
3.984365,162.3901
3.999013,161.2427
4.013662,160.1685
4.02831,158.9844
4.042958,157.8491
4.057607,156.665
4.072255,155.4443
4.086904,154.2847
4.101552,153.0273
4.1162,151.7822
4.130849,150.4639
4.145497,149.1943
4.160146,147.876
4.174794,146.4966
4.189443,145.105
4.204091,143.7866
4.21874,142.334
4.233387,140.9668
4.248036,139.5386
4.262684,138.1592
4.277333,136.792
4.291981,135.437
4.30663,134.0088
4.321278,132.5928
4.335927,131.2988
4.350575,129.9072
4.365223,128.5889
4.379872,127.1729
4.39452,125.9521
4.409168,124.5728
4.423817,123.2788
4.438465,121.9971
4.453114,120.7397
4.467762,119.5435
4.48241,118.2983
4.497059,117.1509
4.511707,115.9912
4.526356,114.8071
4.541004,113.5986
4.555653,112.4634
4.570301,111.4136
4.584949,110.3149
4.599597,109.2041
4.614246,108.1665
4.628894,107.019
4.643543,106.0547
4.658191,104.9805
4.67284,103.9673
4.687488,102.9419
4.702137,101.9897
4.716785,100.9644
4.731433,99.93896
4.746082,98.87695
4.76073,97.94922
4.775379,96.99707
4.790027,96.02051
4.804675,95.06836
4.819324,94.07959
4.833972,93.16406
4.84862,92.08984
4.863269,91.16211
4.877917,90.17334
4.892566,89.29443
4.907214,88.26904
4.921863,87.35352
4.936511,86.37695
4.951159,85.51025
4.965808,84.49707
4.980456,83.55713
4.995104,82.6416
5.009753,81.67725
5.024401,80.76172
5.03905,79.77295
5.053698,78.88184
5.068347,77.89307
5.082995,76.95313
5.097643,75.96436
5.112292,75.10986
5.12694,74.12109
5.141589,73.16895
5.156237,72.25342
5.170885,71.28906
5.185534,70.33691
5.200182,69.40918
5.21483,68.43262
5.229479,67.46826
5.244127,66.44287
5.258776,65.50293
5.273424,64.48975
5.288073,63.5376
5.302721,62.57324
5.317369,61.6333
5.332018,60.54688
5.346666,59.55811
5.361314,58.55713
5.375963,57.54395
5.390611,56.40869
5.40526,55.35889
5.419908,54.41895
5.434556,53.28369
5.449205,52.19727
5.463853,51.0376
5.478502,49.97559
5.49315,48.87695
5.507799,47.70508
5.522447,46.60645
5.537095,45.4834
5.551744,44.34814
5.566392,43.15186
5.58104,41.95557
5.595689,40.82031
5.610337,39.56299
5.624986,38.33008
5.639634,37.09717
5.654283,35.82764
5.668931,34.52148
5.683579,33.28857
5.698228,31.95801
5.712876,30.61523
5.727524,29.28467
5.742173,27.91748
5.756821,26.55029
5.77147,25.20752
5.786118,23.7915
5.800766,22.3877
5.815415,20.93506
5.830063,19.4458
5.844712,17.96875
5.85936,16.44287
5.874009,14.97803
5.888657,13.3667
5.903306,11.82861
5.917953,10.22949
5.932602,8.71582
5.94725,7.104492
5.961899,5.432129
5.976547,3.771973
5.991196,2.124023
6.005844,0.378418
6.020493,-1.367188
6.035141,-3.149414
6.049789,-4.919434
6.064438,-6.726074
6.079086,-8.605957
6.093735,-10.43701
6.108383,-12.40234
6.123031,-14.31885
6.13768,-16.24756
6.152328,-18.2373
6.166976,-20.22705
6.181625,-22.229
6.196273,-24.31641
6.210922,-26.40381
6.22557,-28.60107
6.240219,-30.81055
6.254867,-32.94678
6.269516,-35.18066
6.284163,-37.41455
6.298812,-39.73389
6.31346,-41.99219
