0,-6.953125
0.00043945,-6.948242
0.0008789,-6.948242
0.00131835,-6.970215
0.0017578,-6.982422
0.00219725,-6.962891
0.0026367,-6.962891
0.00307615,-6.972656
0.0035156,-6.958008
0.00395505,-6.950684
0.0043945,-6.950684
0.00483395,-6.962891
0.0052734,-6.955566
0.00571285,-6.962891
0.0061523,-6.967773
0.00659175,-6.965332
0.0070312,-6.950684
0.00747065,-6.962891
0.0079101,-6.945801
0.00834955,-6.977539
0.008789,-6.965332
0.00922845,-6.958008
0.0096679,-6.967773
0.01010735,-6.972656
0.0105468,-6.982422
0.01098625,-6.977539
0.0114257,-6.975098
0.01186515,-6.972656
0.0123046,-6.943359
0.01274405,-6.943359
0.0131835,-6.977539
0.01362295,-6.972656
0.0140624,-6.960449
0.01450185,-6.943359
0.0149413,-6.943359
0.01538075,-6.962891
0.0158202,-6.953125
0.01625965,-6.955566
0.0166991,-6.938477
0.01713855,-6.950684
0.017578,-6.948242
0.01801745,-6.940918
0.0184569,-6.965332
0.01889635,-6.945801
0.0193358,-6.960449
0.01977525,-6.940918
0.0202147,-6.943359
0.02065415,-6.970215
0.0210936,-6.965332
0.02153305,-6.987305
0.0219725,-6.975098
0.02241195,-6.982422
0.0228514,-6.965332
0.02329085,-6.965332
0.0237303,-6.943359
0.02416975,-6.970215
0.0246092,-6.916504
0.02504865,-6.960449
0.0254881,-6.962891
0.02592755,-6.943359
0.026367,-6.958008
0.02680645,-6.967773
0.0272459,-6.916504
0.02768535,-6.940918
0.0281248,-6.970215
0.02856425,-6.943359
0.0290037,-6.958008
0.02944315,-6.943359
0.0298826,-6.977539
0.03032205,-6.958008
0.0307615,-6.967773
0.03120095,-6.962891
0.0316404,-6.960449
0.03207985,-6.945801
0.0325193,-6.970215
0.03295875,-6.945801
0.0333982,-6.960449
0.03383765,-6.945801
0.0342771,-6.945801
0.03471655,-6.960449
0.035156,-6.955566
0.03559545,-6.960449
0.0360349,-6.945801
0.03647435,-6.960449
0.0369138,-6.936035
0.03735325,-6.938477
0.0377927,-6.970215
0.03823215,-6.936035
0.0386716,-6.960449
0.03911105,-6.948242
0.0395505,-6.958008
0.03998995,-6.958008
0.0404294,-6.977539
0.04086885,-6.948242
0.0413083,-6.948242
0.04174775,-6.950684
0.0421872,-6.953125
0.04262665,-6.960449
0.0430661,-6.975098
0.04350555,-6.962891
0.043945,-6.938477
0.04438445,-6.972656
0.0448239,-6.965332
0.04526335,-6.948242
0.0457028,-6.948242
0.04614225,-6.960449
0.0465817,-6.97998
0.04702115,-6.928711
0.0474606,-6.958008
0.04790005,-6.962891
0.0483395,-6.933594
0.04877895,-6.958008
0.0492184,-6.950684
0.04965785,-6.965332
0.0500973,-6.953125
0.05053675,-6.975098
0.0509762,-6.955566
0.05141565,-6.962891
0.0518551,-6.967773
0.05229455,-6.948242
0.052734,-6.972656
0.05317345,-6.940918
0.0536129,-6.977539
0.05405235,-6.940918
0.0544918,-6.967773
0.05493125,-6.953125
0.0553707,-6.955566
0.05581015,-6.948242
0.0562496,-6.960449
0.05668905,-6.940918
0.0571285,-6.943359
0.05756795,-6.945801
0.0580074,-6.950684
0.05844685,-6.943359
0.0588863,-6.967773
0.05932575,-6.955566
0.0597652,-6.938477
0.06020465,-6.965332
0.0606441,-6.948242
0.06108355,-6.943359
0.061523,-6.955566
0.06196245,-6.965332
0.0624019,-6.958008
0.06284135,-6.989746
0.0632808,-6.972656
0.06372025,-6.940918
0.0641597,-6.955566
0.06459915,-6.982422
0.0650386,-6.962891
0.06547805,-6.972656
0.0659175,-6.970215
0.06635695,-6.977539
0.0667964,-6.958008
0.06723585,-6.936035
0.0676753,-6.967773
0.06811475,-6.958008
0.0685542,-6.958008
0.06899365,-6.975098
0.0694331,-6.933594
0.06987255,-6.965332
0.070312,-6.965332
0.07075145,-6.940918
0.0711909,-6.972656
0.07163035,-6.97998
0.0720698,-6.921387
0.07250925,-6.965332
0.0729487,-6.97998
0.07338815,-6.97998
0.0738276,-6.943359
0.07426705,-6.943359
0.0747065,-6.960449
0.07514595,-6.953125
0.0755854,-6.987305
0.07602485,-6.962891
0.0764643,-6.965332
0.07690375,-6.967773
0.0773432,-6.955566
0.07778265,-6.960449
